timestamp,/auv25/imu/odom_estimate,/auv25/imu/raw,/auv25/sensor_packet,/cmd_vel,/thruster_output
2025-11-27 13:44:39.277,"[-390.70311020074826, 5530.987745992622, -670.3889738014157, -0.3056940553412835, -0.07318917734557977, 0.18478489401585416, 0.9311546766203921]","[0.0, 0.0, 0.0, 1.0, -0.0029310872934255917, 0.05662327725935802, 0.006261868308681946, -9.141061938476563, -0.3495534423828125, -3.1004911499023438]","[14399, 0, 27227, 0, -97, 1999]","[0.0, -0.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:39.326,"[-393.30595224009994, 5548.57134725787, -672.6816060994112, -0.304952520171649, -0.07298513718328493, 0.18495214740014768, 0.9313806060700272]","[0.0, 0.0, 0.0, 1.0, -0.001732006127933304, 0.04276722823589159, 0.007727411955394742, -9.265560424804686, -0.5195417602539062, -3.356670727539062]","[14399, 0, 27227, 0, -97, 1999]","[0.0, -0.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:39.376,"[-393.30595224009994, 5548.57134725787, -672.6816060994112, -0.304952520171649, -0.07298513718328493, 0.18495214740014768, 0.9313806060700272]","[0.0, 0.0, 0.0, 1.0, -0.001732006127933304, 0.04276722823589159, 0.007727411955394742, -9.265560424804686, -0.5195417602539062, -3.356670727539062]","[14399, 0, 27227, 0, -97, 1999]","[0.0, -0.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:39.426,"[-395.8879117452614, 5565.991548713053, -674.9516310946785, -0.30503608435205815, -0.07320256422771769, 0.18526853575699967, 0.9312732904427723]","[0.0, 0.0, 0.0, 1.0, -0.0075941807147844875, 0.05822205214668107, 0.005329249624410167, -9.291896643066405, -0.5722141967773438, -3.574543078613281]","[14399, 0, 27227, 0, -97, 1999]","[0.0, -0.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:39.478,"[-395.8879117452614, 5565.991548713053, -674.9516310946785, -0.30503608435205815, -0.07320256422771769, 0.18526853575699967, 0.9312732904427723]","[0.0, 0.0, 0.0, 1.0, -0.0075941807147844875, 0.05822205214668107, 0.005329249624410167, -9.291896643066405, -0.5722141967773438, -3.574543078613281]","[19180, 0, 27599, 0, -97, 1998]","[0.0, -0.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:39.527,"[-398.5117699277382, 5583.655058889225, -677.2539923813405, -0.3052088520371317, -0.07343328707974037, 0.18553563472882167, 0.9311453362567058]","[0.0, 0.0, 0.0, 1.0, -0.006661562030512709, 0.06621592658329632, 0.00159877488732305, -9.287108239746093, -0.39743747558593745, -3.2225954345703123]","[19180, 0, 27599, 0, -97, 1998]","[0.0, -0.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:39.576,"[-398.5117699277382, 5583.655058889225, -677.2539923813405, -0.3052088520371317, -0.07343328707974037, 0.18553563472882167, 0.9311453362567058]","[0.0, 0.0, 0.0, 1.0, -0.006661562030512709, 0.06621592658329632, 0.00159877488732305, -9.287108239746093, -0.39743747558593745, -3.2225954345703123]","[19180, 0, 27599, 0, -97, 1998]","[0.0, -0.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:39.626,"[-401.1022096890946, 5601.06807256442, -679.5245128618853, -0.3047123465723314, -0.07356570234864776, 0.18562002652577864, 0.9312806660920769]","[0.0, 0.0, 0.0, 1.0, -0.002398162330984575, 0.05076110267250683, 0.0029310872934255917, -9.208099584960937, -0.565031591796875, -3.2920272827148436]","[19180, 0, 27599, 0, -97, 1998]","[0.0, -0.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:39.677,"[-401.1022096890946, 5601.06807256442, -679.5245128618853, -0.3047123465723314, -0.07356570234864776, 0.18562002652577864, 0.9312806660920769]","[0.0, 0.0, 0.0, 1.0, -0.002398162330984575, 0.05076110267250683, 0.0029310872934255917, -9.208099584960937, -0.565031591796875, -3.2920272827148436]","[19180, 0, 27599, 0, -97, 1998]","[0.0, -0.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:39.726,"[-403.72668617793636, 5618.675781533484, -681.8224824711657, -0.30409746059000453, -0.07365482733078858, 0.1859901904266966, 0.931400746155286]","[0.0, 0.0, 0.0, 1.0, -0.0075941807147844875, 0.049428790266404295, 0.002797856052815337, -9.143456140136719, -0.45489831542968745, -3.1699229980468746]","[19180, 0, 27599, 0, -97, 1998]","[0.0, 0.05058523267507553, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:39.777,"[-403.72668617793636, 5618.675781533484, -681.8224824711657, -0.30409746059000453, -0.07365482733078858, 0.1859901904266966, 0.931400746155286]","[0.0, 0.0, 0.0, 1.0, -0.0075941807147844875, 0.049428790266404295, 0.002797856052815337, -9.143456140136719, -0.45489831542968745, -3.1699229980468746]","[17668, 0, 27655, 0, -97, 1998]","[0.0, 0.05058523267507553, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:39.826,"[-406.36379446662755, 5636.33959691284, -684.1270451615646, -0.3061434858018173, -0.07420100487477653, 0.1862438674656823, 0.9306361258881537]","[0.0, 0.0, 0.0, 1.0, -0.008926493120887028, 0.10165543658562393, 0.0057289433462409285, -9.282319836425781, -0.5123591552734374, -3.4907460205078125]","[17668, 0, 27655, 0, -97, 1998]","[0.0, 0.5542048811912537, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:39.876,"[-406.36379446662755, 5636.33959691284, -684.1270451615646, -0.3061434858018173, -0.07420100487477653, 0.1862438674656823, 0.9306361258881537]","[0.0, 0.0, 0.0, 1.0, -0.008926493120887028, 0.10165543658562393, 0.0057289433462409285, -9.282319836425781, -0.5123591552734374, -3.4907460205078125]","[17668, 0, 27655, 0, -97, 1998]","[0.0, 0.5542048811912537, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:39.926,"[-409.0003798198918, 5653.967344637026, -686.4277902639251, -0.30487642690155825, -0.07416824571853928, 0.1866211043152803, 0.9309790540452124]","[0.0, 0.0, 0.0, 1.0, -0.006794793271122962, 0.03490658503988659, 0.002797856052815337, -9.2320416015625, -0.4836287353515625, -3.2513258544921873]","[17668, 0, 27655, 0, -97, 1998]","[0.0, 0.8514230251312256, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:39.977,"[-409.0003798198918, 5653.967344637026, -686.4277902639251, -0.30487642690155825, -0.07416824571853928, 0.1866211043152803, 0.9309790540452124]","[0.0, 0.0, 0.0, 1.0, -0.006794793271122962, 0.03490658503988659, 0.002797856052815337, -9.2320416015625, -0.4836287353515625, -3.2513258544921873]","[16201, 0, 28402, 0, -97, 1999]","[0.0, 0.8514230251312256, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:40.026,"[-411.6544798226129, 5671.66886287891, -688.7542319761765, -0.29933431558513246, -0.07141978000178704, 0.18721837895855217, 0.93287054896047]","[0.0, 0.0, 0.0, 1.0, 0.0073277182335639785, -0.0575558959436298, 0.032375191468291764, -7.989450939941406, -0.22026655273437498, -2.3870190551757813]","[16201, 0, 28402, 0, -97, 1999]","[0.0, 0.9670078754425049, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:40.076,"[-411.6544798226129, 5671.66886287891, -688.7542319761765, -0.29933431558513246, -0.07141978000178704, 0.18721837895855217, 0.93287054896047]","[0.0, 0.0, 0.0, 1.0, 0.0073277182335639785, -0.0575558959436298, 0.032375191468291764, -7.989450939941406, -0.22026655273437498, -2.3870190551757813]","[16201, 0, 28402, 0, -97, 1999]","[0.0, 0.9670078754425049, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:40.126,"[-414.32716335667214, 5689.351871829357, -691.0671342299177, -0.30413786075170646, -0.07287013980333981, 0.1875430247718124, 0.9311378621030597]","[0.0, 0.0, 0.0, 1.0, -0.016653905076281773, 0.21503522234495023, -0.015588055151399738, -11.839327209472655, 0.38307226562499996, -1.1923124267578125]","[16201, 0, 28402, 0, -97, 1999]","[0.0, 0.9917760491371155, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:40.176,"[-414.32716335667214, 5689.351871829357, -691.0671342299177, -0.30413786075170646, -0.07287013980333981, 0.1875430247718124, 0.9311378621030597]","[0.0, 0.0, 0.0, 1.0, -0.016653905076281773, 0.21503522234495023, -0.015588055151399738, -11.839327209472655, 0.38307226562499996, -1.1923124267578125]","[16201, 0, 28402, 0, -97, 1999]","[0.0, 0.9917760491371155, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:40.227,"[-417.0127504909187, 5707.082407876096, -693.495209164738, -0.23878884616456167, -0.05206381040221537, 0.19288294400962416, 0.9502975410385842]","[0.0, 0.0, 0.0, 1.0, 0.02398162330984575, -0.6828101081275526, 0.027045941843881597, 1.0797849487304687, 0.7158662963867187, 0.023942016601562498]","[16201, 0, 28402, 0, -97, 1999]","[0.0, 0.9917760491371155, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:40.277,"[-417.0127504909187, 5707.082407876096, -693.495209164738, -0.23878884616456167, -0.05206381040221537, 0.19288294400962416, 0.9502975410385842]","[0.0, 0.0, 0.0, 1.0, 0.02398162330984575, -0.6828101081275526, 0.027045941843881597, 1.0797849487304687, 0.7158662963867187, 0.023942016601562498]","[17337, 0, 28212, 0, -96, 1998]","[0.0, 0.9917760491371155, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:40.326,"[-419.71494491556376, 5724.845587114593, -695.9283467631451, -0.24586492891249598, -0.05563635781323884, 0.19364967235627611, 0.948132288668853]","[0.0, 0.0, 0.0, 1.0, -0.03397396635561481, 0.27085911216064673, -0.02971056665608668, -10.601524951171875, -0.354341845703125, 0.45489831542968745]","[17337, 0, 28212, 0, -96, 1998]","[0.0, 0.9917760491371155, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:40.377,"[-419.71494491556376, 5724.845587114593, -695.9283467631451, -0.24586492891249598, -0.05563635781323884, 0.19364967235627611, 0.948132288668853]","[0.0, 0.0, 0.0, 1.0, -0.03397396635561481, 0.27085911216064673, -0.02971056665608668, -10.601524951171875, -0.354341845703125, 0.45489831542968745]","[19176, 0, 28682, 0, -97, 2000]","[0.0, 0.9917760491371155, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:40.427,"[-422.4133476442561, 5742.641837667677, -698.3533304717747, -0.24009204735464215, -0.05635457517574453, 0.1952703213747465, 0.9492362573374559]","[0.0, 0.0, 0.0, 1.0, -0.03503981628049684, -0.09645941820182401, -0.008260336917835759, -9.993397729492187, -1.2832920898437499, -4.405331054687499]","[19176, 0, 28682, 0, -97, 2000]","[0.0, 0.9917760491371155, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:40.476,"[-422.4133476442561, 5742.641837667677, -698.3533304717747, -0.24009204735464215, -0.05635457517574453, 0.1952703213747465, 0.9492362573374559]","[0.0, 0.0, 0.0, 1.0, -0.03503981628049684, -0.09645941820182401, -0.008260336917835759, -9.993397729492187, -1.2832920898437499, -4.405331054687499]","[19176, 0, 28682, 0, -97, 2000]","[0.0, 0.9917760491371155, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:40.527,"[-425.11199272053665, 5760.398289602146, -700.7698939235056, -0.24211821138355277, -0.05645727301549606, 0.19664228319601865, 0.9484319482701644]","[0.0, 0.0, 0.0, 1.0, -0.027978560528153375, 0.08326952538140886, 0.011457886692481857, -9.624690673828125, -0.016759411621093748, -2.9640216552734375]","[19176, 0, 28682, 0, -97, 2000]","[0.0, 0.9917760491371155, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:40.578,"[-425.11199272053665, 5760.398289602146, -700.7698939235056, -0.24211821138355277, -0.05645727301549606, 0.19664228319601865, 0.9484319482701644]","[0.0, 0.0, 0.0, 1.0, -0.027978560528153375, 0.08326952538140886, 0.011457886692481857, -9.624690673828125, -0.016759411621093748, -2.9640216552734375]","[19721, 0, 28304, 0, -97, 2000]","[0.0, 0.9917760491371155, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:40.626,"[-427.8196189387263, 5778.254101093678, -703.2054680679639, -0.24443362097586574, -0.05769388501614288, 0.19542740892226312, 0.9480146351245329]","[0.0, 0.0, 0.0, 1.0, 0.01732006127933304, 0.0863338439154447, 0.0030643185340358454, -8.614337573242187, -1.1563994018554686, -3.028665100097656]","[19721, 0, 28304, 0, -97, 2000]","[0.0, 1.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:40.676,"[-427.8196189387263, 5778.254101093678, -703.2054680679639, -0.24443362097586574, -0.05769388501614288, 0.19542740892226312, 0.9480146351245329]","[0.0, 0.0, 0.0, 1.0, 0.01732006127933304, 0.0863338439154447, 0.0030643185340358454, -8.614337573242187, -1.1563994018554686, -3.028665100097656]","[19721, 0, 28304, 0, -97, 2000]","[0.0, 1.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:40.726,"[-430.5280102526838, 5795.95871436685, -705.6156338525689, -0.24339682430591272, -0.055824981017250724, 0.19670495200108892, 0.9481290625597706]","[0.0, 0.0, 0.0, 1.0, -0.015588055151399738, -0.003464012255866608, -0.0037304747370871167, -9.610325463867188, 2.0087351928710935, -3.842693664550781]","[19721, 0, 28304, 0, -97, 2000]","[0.0, 1.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:40.777,"[-430.5280102526838, 5795.95871436685, -705.6156338525689, -0.24339682430591272, -0.055824981017250724, 0.19670495200108892, 0.9481290625597706]","[0.0, 0.0, 0.0, 1.0, -0.015588055151399738, -0.003464012255866608, -0.0037304747370871167, -9.610325463867188, 2.0087351928710935, -3.842693664550781]","[19721, 0, 28304, 0, -97, 2000]","[0.0, 1.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:40.826,"[-433.25835005085435, 5813.91730569747, -708.0548851435798, -0.246339421927758, -0.0584953940134731, 0.1951590168227414, 0.9475273802040168]","[0.0, 0.0, 0.0, 1.0, 0.016254211354451008, 0.11537825436848011, -0.000799387443661525, -9.739612353515625, -2.4444798950195312, -2.901772412109375]","[19721, 0, 28304, 0, -97, 2000]","[0.0, 1.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:40.877,"[-433.25835005085435, 5813.91730569747, -708.0548851435798, -0.246339421927758, -0.0584953940134731, 0.1951590168227414, 0.9475273802040168]","[0.0, 0.0, 0.0, 1.0, 0.016254211354451008, 0.11537825436848011, -0.000799387443661525, -9.739612353515625, -2.4444798950195312, -2.901772412109375]","[19078, 0, 21575, 0, -97, 1998]","[0.0, 1.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:40.927,"[-436.00193514088306, 5831.784866885609, -710.5010202013191, -0.24550938055298877, -0.05626468754673811, 0.19542854503375157, 0.9478223002133611]","[0.0, 0.0, 0.0, 1.0, 0.0063950995492922, 0.044898928085655654, -0.009992343045769061, -8.05648858642578, 1.9488801513671874, -1.3024457031249999]","[19078, 0, 21575, 0, -97, 1998]","[0.0, 1.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:40.976,"[-436.00193514088306, 5831.784866885609, -710.5010202013191, -0.24550938055298877, -0.05626468754673811, 0.19542854503375157, 0.9478223002133611]","[0.0, 0.0, 0.0, 1.0, 0.0063950995492922, 0.044898928085655654, -0.009992343045769061, -8.05648858642578, 1.9488801513671874, -1.3024457031249999]","[19078, 0, 21575, 0, -97, 1998]","[0.0, 1.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:41.027,"[-438.7217942815472, 5849.545180639794, -712.9136939314874, -0.24832556899400113, -0.056114930109603736, 0.19491783011506017, 0.9472024946682923]","[0.0, 0.0, 0.0, 1.0, 0.010658499248820334, 0.057822358424850305, 0.0255803981971688, -10.175357055664062, -0.8786720092773437, -5.679046337890624]","[19078, 0, 21575, 0, -97, 1998]","[0.0, 1.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:41.078,"[-438.7217942815472, 5849.545180639794, -712.9136939314874, -0.24832556899400113, -0.056114930109603736, 0.19491783011506017, 0.9472024946682923]","[0.0, 0.0, 0.0, 1.0, 0.010658499248820334, 0.057822358424850305, 0.0255803981971688, -10.175357055664062, -0.8786720092773437, -5.679046337890624]","[19554, 15, 26556, 0, -97, 2000]","[0.0, 1.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:41.126,"[-441.4597421211257, 5867.450199893169, -715.330936725605, -0.24674044514147667, -0.05595589008197158, 0.19567011724203356, 0.9474710002501444]","[0.0, 0.0, 0.0, 1.0, -0.013856049023466432, -0.032108728987071254, 0.007860643196004996, -9.852139831542969, -0.5291185668945312, -5.49708701171875]","[19554, 15, 26556, 0, -97, 2000]","[0.0, 0.8927033543586731, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:41.176,"[-441.4597421211257, 5867.450199893169, -715.330936725605, -0.24674044514147667, -0.05595589008197158, 0.19567011724203356, 0.9474710002501444]","[0.0, 0.0, 0.0, 1.0, -0.013856049023466432, -0.032108728987071254, 0.007860643196004996, -9.852139831542969, -0.5291185668945312, -5.49708701171875]","[19554, 15, 26556, 0, -97, 2000]","[0.0, 0.8927033543586731, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:41.227,"[-444.2101563567987, 5885.467864795094, -717.7695575018708, -0.252348614487464, -0.059016431853286616, 0.1949159483199776, 0.9459624784462053]","[0.0, 0.0, 0.0, 1.0, -0.0018652373685435584, 0.14988514568653594, -0.02078407353519965, -8.348581188964843, -0.8858546142578124, -3.5721488769531247]","[19554, 15, 26556, 0, -97, 2000]","[0.0, 0.8761911988258362, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:41.277,"[-444.2101563567987, 5885.467864795094, -717.7695575018708, -0.252348614487464, -0.059016431853286616, 0.1949159483199776, 0.9459624784462053]","[0.0, 0.0, 0.0, 1.0, -0.0018652373685435584, 0.14988514568653594, -0.02078407353519965, -8.348581188964843, -0.8858546142578124, -3.5721488769531247]","[19554, 15, 26556, 0, -97, 2000]","[0.0, 0.8761911988258362, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:41.326,"[-446.9296688956178, 5903.328701955907, -720.2028014016827, -0.24986912790802093, -0.05878217995157355, 0.19490131003838776, 0.9466380266944416]","[0.0, 0.0, 0.0, 1.0, 0.0018652373685435584, -0.041834609551619814, 0.014255742745297196, -7.235277416992187, -0.9265560424804687, -3.699041564941406]","[19554, 15, 26556, 0, -97, 2000]","[0.0, 0.8679351210594177, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:41.377,"[-446.9296688956178, 5903.328701955907, -720.2028014016827, -0.24986912790802093, -0.05878217995157355, 0.19490131003838776, 0.9466380266944416]","[0.0, 0.0, 0.0, 1.0, 0.0018652373685435584, -0.041834609551619814, 0.014255742745297196, -7.235277416992187, -0.9265560424804687, -3.699041564941406]","[18463, 0, 1650, 54, -97, 1999]","[0.0, 0.8679351210594177, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:41.427,"[-449.6642107719361, 5921.200891782263, -722.6375313826155, -0.24527933843605754, -0.057155121970433306, 0.1970175985599887, 0.9474995535759213]","[0.0, 0.0, 0.0, 1.0, -0.032774885190122525, -0.0415681470703993, 0.009459418083328047, -9.660603698730467, 0.5099649536132812, -2.2026655273437497]","[18463, 0, 1650, 54, -97, 1999]","[0.0, 0.859679102897644, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:41.477,"[-449.6642107719361, 5921.200891782263, -722.6375313826155, -0.24527933843605754, -0.057155121970433306, 0.1970175985599887, 0.9474995535759213]","[0.0, 0.0, 0.0, 1.0, -0.032774885190122525, -0.0415681470703993, 0.009459418083328047, -9.660603698730467, 0.5099649536132812, -2.2026655273437497]","[18463, 0, 1650, 54, -97, 1999]","[0.0, 0.859679102897644, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:41.526,"[-452.38645620522533, 5939.111609903761, -725.0758335429942, -0.2406234201794165, -0.05979891282454572, 0.19949962344340133, 0.948010738299996]","[0.0, 0.0, 0.0, 1.0, -0.062218989364988694, -0.041434915829789046, -0.008127105677225504, -9.318232861328125, -2.568978381347656, -2.887407202148437]","[18463, 0, 1650, 54, -97, 1999]","[0.0, 0.859679102897644, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:41.576,"[-452.38645620522533, 5939.111609903761, -725.0758335429942, -0.2406234201794165, -0.05979891282454572, 0.19949962344340133, 0.948010738299996]","[0.0, 0.0, 0.0, 1.0, -0.062218989364988694, -0.041434915829789046, -0.008127105677225504, -9.318232861328125, -2.568978381347656, -2.887407202148437]","[21318, 0, 1663, 55, -96, 2000]","[0.0, 0.859679102897644, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:41.626,"[-455.0982930637569, 5956.987197410111, -727.5252135845377, -0.24241802965347953, -0.06180152025183303, 0.19967739704274687, 0.9473874646118768]","[0.0, 0.0, 0.0, 1.0, -0.014255742745297196, 0.06315160804926047, -0.011191424211261349, -7.400477331542969, -0.8834604125976562, -3.287238879394531]","[21318, 0, 1663, 55, -96, 2000]","[0.0, 0.859679102897644, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:41.676,"[-455.0982930637569, 5956.987197410111, -727.5252135845377, -0.24241802965347953, -0.06180152025183303, 0.19967739704274687, 0.9473874646118768]","[0.0, 0.0, 0.0, 1.0, -0.014255742745297196, 0.06315160804926047, -0.011191424211261349, -7.400477331542969, -0.8834604125976562, -3.287238879394531]","[21318, 0, 1663, 55, -96, 2000]","[0.0, 0.859679102897644, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:41.726,"[-457.82351827721703, 5974.944088911737, -729.9964479222473, -0.23855384183256712, -0.06000082401521857, 0.20158698670200184, 0.9480794547171795]","[0.0, 0.0, 0.0, 1.0, -0.027845329287543123, -0.06421745797414251, 0.03037672285913795, -8.003816149902343, -0.296881005859375, -3.308786694335937]","[21318, 0, 1663, 55, -96, 2000]","[0.0, 0.859679102897644, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:41.776,"[-457.82351827721703, 5974.944088911737, -729.9964479222473, -0.23855384183256712, -0.06000082401521857, 0.20158698670200184, 0.9480794547171795]","[0.0, 0.0, 0.0, 1.0, -0.027845329287543123, -0.06421745797414251, 0.03037672285913795, -8.003816149902343, -0.296881005859375, -3.308786694335937]","[21318, 0, 1663, 55, -96, 2000]","[0.0, 0.859679102897644, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:41.826,"[-460.5697416255148, 5993.08300449616, -732.4784374216997, -0.24151229865345647, -0.06128926379919419, 0.2033699457831334, 0.946866464130102]","[0.0, 0.0, 0.0, 1.0, -0.04210107203284032, 0.11004900474406994, 0.022249617181912446, -10.64222637939453, -1.5562310791015623, -3.076549133300781]","[21318, 0, 1663, 55, -96, 2000]","[0.0, 0.859679102897644, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:41.877,"[-460.5697416255148, 5993.08300449616, -732.4784374216997, -0.24151229865345647, -0.06128926379919419, 0.2033699457831334, 0.946866464130102]","[0.0, 0.0, 0.0, 1.0, -0.04210107203284032, 0.11004900474406994, 0.022249617181912446, -10.64222637939453, -1.5562310791015623, -3.076549133300781]","[16748, 0, 1879, 43, -97, 1998]","[0.0, 0.859679102897644, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:41.926,"[-463.2899626576978, 6010.992979614742, -734.9274884221686, -0.23989120258445457, -0.06027563811761332, 0.2031722766024347, 0.9473859215717123]","[0.0, 0.0, 0.0, 1.0, 0.009459418083328047, 0.011058192970651094, 0.006128637068071691, -9.631873278808593, 0.07422025146484375, -2.5953145996093747]","[16748, 0, 1879, 43, -97, 1998]","[0.0, 0.859679102897644, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:41.976,"[-463.2899626576978, 6010.992979614742, -734.9274884221686, -0.23989120258445457, -0.06027563811761332, 0.2031722766024347, 0.9473859215717123]","[0.0, 0.0, 0.0, 1.0, 0.009459418083328047, 0.011058192970651094, 0.006128637068071691, -9.631873278808593, 0.07422025146484375, -2.5953145996093747]","[16748, 0, 1879, 43, -97, 1998]","[0.0, 0.859679102897644, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:42.026,"[-466.01647733263394, 6028.952496408439, -737.3897854998993, -0.2416630387697478, -0.06153649272559196, 0.20378761417757604, 0.9467221577967931]","[0.0, 0.0, 0.0, 1.0, -0.019052067407266345, 0.06634915782390657, -0.0030643185340358454, -8.398859423828124, -0.6009446166992187, -3.383006945800781]","[16748, 0, 1879, 43, -97, 1998]","[0.0, 0.859679102897644, -0.0, 0.0, 0.0, 0.0]",
